uuid,work_id,work_level,work_name,school,player,tutor
Table40_890,73508,三等奖,基于 python 的航班延误数据分析系统,辽宁工程技术大学,李天朔、张铭楊、缪琦,张霄雁
Table40_891,73511,三等奖,气象观测海拔离线数据分析,辽宁工程技术大学,林祎玲、张铭娟、刘璐瑶,李建东
Table40_892,73516,三等奖,“来寻你”高智能如厕服务 robot,辽宁工程技术大学,马世勋、迟帅、刘超,潘宏歌
Table40_893,73517,三等奖,基于 Arduino 控制的家用多位书架,辽宁工程技术大学,曲益鹏、杜梓楠、梁冰蓓,卢万杰、孙凯
Table40_894,73522,一等奖,人间冷暖,辽宁工程技术大学,倪子顺、刘梦媛、岳军,刘威
Table40_895,73523,一等奖,中国疫情动态模拟分析报告,辽宁工程技术大学,孙嘉阳、黄丽、周枫涛,刘威
Table40_896,73526,三等奖,科普动画——“三药三方”之清肺排毒汤,辽宁工程技术大学,尹浩然、韩艺、张婉婷,于迪
Table40_897,73540,三等奖,“名胜”守护者,辽宁工程技术大学,迟帅、马世勋、郑一顺,潘宏歌
Table40_898,73566,三等奖,在路上,辽宁工程技术大学,刘颖、赵舸、张昕悦,王金红
Table40_899,73567,三等奖,语说西藏,辽宁工程技术大学,王丽娜、才伟、倪希越,马丽娟
Table40_900,73608,三等奖,智慧课堂,北京交通大学,马序言、康雪、张景茜,许华婷
Table40_901,73612,三等奖,基于人体姿态识别算法的新媒体三维建模实践,北京交通大学,林铄浩、卢筱雨、陈洵,金一、沈孟如
Table41_902,73614,三等奖,基于可重用软件依赖关系可视化的 CVE 漏洞分析,北京交通大学,张艺琼、顾彤、刘丽娜,李强
Table41_903,73617,二等奖,影之魂,北京交通大学,申淳元、王磊、刘宇帆,赵宏
Table41_904,73622,二等奖,研招智能问答系统,湖北工业大学,张梦愿、汪雨婷、盛诗蕊,陈建峡、程玉
Table41_905,73626,三等奖,基于 solr 搜索的知识论坛交流系统,广东技术师范大学,曾星伟、黄鹏龙、潘柔美,张倩
Table41_906,73629,三等奖,安保无忧--基于图像识别的校园环境下多敏感目标定位识别,广东石油化工学院,王伟浩、曾伟添、王英杰,张磊、李欣
Table41_907,73635,三等奖,校微淘 APP,广东石油化工学院,张坤涛、黄艳锋、肖文,梁国业、姚佳花
Table41_908,73637,三等奖,寻物帮——基于云开发的校园寻物系统,广东石油化工学院,王睿思、关飞,朱景福、郭东山
Table41_909,73654,二等奖,宇宇物理小课堂—光的折射,沈阳化工大学,葛振澎、刘俊宇、李想,高巍、姜楠
Table41_910,73661,三等奖,基于百度 paddlepaddle 平台的深度学习机器翻译器,沈阳化工大学,张君健、金心仪、周柏康,高巍、李大舟
Table41_911,73663,三等奖,AI 未来发展趋势,沈阳化工大学,高子涵,代进、杨晔
Table41_912,73672,三等奖,猫头阅读,沈阳化工大学,刘承美,郑童、张帆
Table41_913,73678,三等奖,《营造中国-古代八大建筑意蕴之美》,沈阳化工大学,杨子月、詹智伟,李典、刘雨佳
Table41_914,73680,三等奖,传统建筑,沈阳化工大学,马蕾,郑童、冯薪硕
Table41_915,73686,二等奖,“逸龙”文化蓝牙耳机,沈阳化工大学,孔令东、王德月、姬天浩,李霞、佟建
Table41_916,73690,二等奖,滚滚长江东逝水,沈阳化工大学,林新丽、葛振澎、王祥坚,郭仁春、葛晓宇
Table41_917,73699,三等奖,南河梦华录,沈阳化工大学,杜雅喆、郭发伟、张泽同、付壮壮,王思天、姜楠
Table41_918,73701,三等奖,遗迹——传承,沈阳化工大学,白若冰、那子育、马峥,杨晔、代进
Table41_919,73717,二等奖,兔爷新意之传统节日中的兔爷,中央民族大学,初凡琪、李谦云、吕安迪,赵洪帅
Table41_920,73722,二等奖,基于 Grad-CAM 和 JND 模型的可逆可视水印算法,中央民族大学,屈家生,宋伟
Table41_921,73725,三等奖,渭水寻面花,中央民族大学,韩卓言、常坤羽,李潜、王辉
Table41_922,73727,三等奖,基于无线电子价签的校园新零售智慧物联系统开发,中央民族大学,谭敏、刘淑琴、朱纯正,梁骁
Table41_923,73746,三等奖,遗传算法在 JobShop 中的应用,海军大连舰艇学院,张钧瑞、任祈羽、李炎澄,祁薇、姜丹
Table41_924,73759,二等奖,人间“瓷”话,海军大连舰艇学院,刘家红、钟宇杰、李雨龙、周福健,王辉、张晓雯
Table42_925,73761,三等奖,端阳正午,海军大连舰艇学院,吴振瑜、陈建龙、鲍海军、周利颖,姜丹、王辉
Table42_926,73768,三等奖,明月夜——您的行车智能眼,海军大连舰艇学院,陈嘉明、孙元赟、孙重霄,祁薇、王辉
Table42_927,73769,二等奖,智能损管机器人,海军大连舰艇学院,倪政霖、王成文、陈豪威,祁薇、徐海鸥
Table42_928,73777,三等奖,基于 AR 的广灵染色剪纸互动平台,山西大同大学,李盼、温家琦、李健强、李少春,王丽
Table42_929,73778,一等奖,中药学虚拟仿真实验平台,山西大同大学,侯朕、李健强、邸嘉豪,王丽
Table42_930,73786,三等奖,Dancing-Subway,中国地质大学(北京),胡嘉乐、代雨濛、何家伟,张玉清
Table42_931,73807,三等奖,山居秋暝,太原理工大学,李奕霏、张思怡、翟秦怡,庞冠男
Table42_932,73826,三等奖,行路难（其一）教学视频,太原理工大学,王杰、高晓东、卢旋凯,常林梅、夏博
Table42_933,73827,三等奖,护林巡查系统,华南农业大学,何文康、黄凯、陈冰瑜,蔡贤资
Table42_934,73831,三等奖,高平王报村二郎庙戏台 AR 交互设计,太原理工大学,霍芳芳、曹雅青、曹梦娜、许益玮、陈佳铭,张晓、杨乐萱
Table42_935,73842,三等奖,免疫调节,湖北工业大学,夏雪、刘梦燃、黄爽,金相宏
Table42_936,73843,三等奖,晋药薮,太原理工大学,毕彦君,郑丽斌
Table42_937,73855,二等奖,潮州文化,广东科技学院,郑郁琪、郑晓丽、张清杰,魏静颖、钟咏冰
Table42_938,73875,三等奖,唐之韵,太原理工大学,刘卓予、马育林、王昕、苏月、郑智文,逯夏薇
Table42_939,73891,三等奖,《梅花丝语》,太原理工大学,赵键萁,刘东霞
Table42_940,73920,三等奖,24 节气·习·物,太原理工大学,李文楠,赵娟
Table42_941,73927,三等奖,易分—垃圾分类 App,沈阳工业大学,刘珈彤、宫源君、杨文秀,于霞、段勇
Table42_942,73929,三等奖,基于 CodeIgniter jQuery 架构的四维评分体系在班级评优系统中的研究与实现,沈阳工业大学,赵宝强、刘懿萱、陈丽然,刘嘉峰、李函书
Table42_943,73931,一等奖,云上轻量级收银系统开发,沈阳工业大学,王晨光、管林、王晨,王静文
Table42_944,73936,二等奖,为什么你的网课这么卡,沈阳工业大学,魏浩林、李其泽、凤吉泽,钟玲、姜育民
Table42_945,73937,三等奖,用信息技术辅助学习“黄金分割”,沈阳工业大学,金成旭、张蕊、王玲慧,林丹、于学斌
Table42_946,73938,三等奖,Smart Home Robot(智能家居机器人),沈阳工业大学,宋明桥、董自珍、林世斌,唐非、汤赫男
Table42_947,73939,三等奖,基于计算机视觉的疲劳驾驶监测和云服务智能驾驶管理平台,沈阳工业大学,李其泽、崔纪龙、魏名扬,钟玲
Table43_948,73941,二等奖,糖膳藏,沈阳工业大学,刘廷镇、马一民、艾德润,于霞
Table43_949,73944,三等奖,基于“智能数据分析”的微信食堂点餐服务,沈阳工业大学,李宏达、张杰、林龙,杜洪波、曲绍波
Table43_950,73946,三等奖,基于“互联网 与云共享”的打印终端,沈阳工业大学,黎诗、孙嘉奇、刘宸钊,杜洪波、曲绍波
Table43_951,73949,三等奖,中华传统文化之古建筑,沈阳工业大学,李庚辰、董洪成、解达欣,吴澎
Table43_952,73953,三等奖,创意中国风伸拉灯,沈阳工业大学,杨颜泽、赖安然、罗瑶,乔志成
Table43_953,73965,三等奖,御唐——唐文化交通工具设计,沈阳工业大学,刘钟天、容哲、刘俊豪,于学斌
Table43_954,73966,三等奖,丹墨飘香——消毒灭菌智多宝设计,沈阳工业大学,杨方玉、刘思伟,李丽
Table43_955,73973,二等奖,《千年匠造 奉国遗韵》,沈阳工业大学,凤吉泽、郭富、沈儒风、高继聪、闫震,李毛、王伟
Table43_956,73974,二等奖,一梦汉字,沈阳工业大学,唐衍宁、康蓝、唐滢、吕佳宁,鲁晓舟、傅琳雅
Table43_957,73976,三等奖,携琴渡流年,沈阳工业大学,王宇晴、陈宇、郭菲,傅琳雅
Table43_958,73981,三等奖,你了解大学生嘛！,太原理工大学现代科技学院,刘武林、张馨月,高阿普
Table43_959,73986,三等奖,逃离博物馆,太原理工大学现代科技学院,崔洁、康可、郭家玮,高陆
Table43_960,73988,三等奖,影,太原理工大学现代科技学院,李铖镕,傅婧
Table43_961,73993,二等奖,云冈石窟导向系统信息图设计,太原理工大学现代科技学院,薛敏、李学成、李志钦,高阿普
Table43_962,74002,二等奖,海错奇遇·共生,太原理工大学现代科技学院,郝宇洁、梁晶星,高阿普
Table43_963,74021,三等奖,晋韵,太原理工大学现代科技学院,高兴,李亭
Table43_964,74023,三等奖,山西老陈醋,太原理工大学现代科技学院,杨建斌、阎丽娅、武水晶,郑丽斌
Table43_965,74048,三等奖,Flash-几何切割的奥秘,黑龙江工业学院,安浩瑄、程乾,李晓艳、宋英杰
Table43_966,74062,三等奖,融入传统汉元素及校园文化符号的校服设计——以演武小学为例,厦门大学,林欣如、姜欣雨、彭碧波,唐琼
Table44_967,74070,一等奖,戈壁胡杨知多少,广州工商学院,冯嘉颖、莫茵茵,胡垂立
Table44_968,74071,三等奖,水的自白,广州工商学院,潘晓洁,廖雯昕
Table44_969,74072,二等奖,PS 之走进动漫风,广州工商学院,张嘉茹、陈沅旻,胡垂立
Table44_970,74074,三等奖,环游 APP 交互界面设计,厦门华厦学院,江来保,盛映红
Table44_971,74078,三等奖,油藏测井数据信息可视化平台,北京工业大学,龚煜涵、王宇譞、黄诗睿,李晨宇、肖创柏
Table44_972,74086,三等奖,艺人微博数据分析——以某顶级流量明星的微博数据为例,中央民族大学,卢浚睿、周伊凡、杨嘉颖,蒲秋梅、王辉
Table44_973,74096,二等奖,曾侯乙编钟文化普及游戏,湖北工业大学,李远航、陈静仪、邓雪莹、杜林玉,欧阳勇、林姗
Table44_974,74104,一等奖,《晋系青铜器》,太原理工大学,尹广蔚,刘佩芳
Table44_975,74111,二等奖,走过时光,太原理工大学,梁晓娟、常棒棒、陈瑞娣、宋奇、杜振宇,周涛
Table44_976,74113,二等奖,中国节气,太原理工大学,曹雅青、牛歆然、郭雨欣,逯夏薇
Table44_977,74127,三等奖,一带一路如何影响人们的生活,广州美术学院,雷海林、黄睿轩、林志雄,王涛、刘再行
Table44_978,74132,三等奖,旅游可视化之“看”的理论,沈阳城市学院,冯珍、宋洪宇、朱洪涛,陈思、李佳佳
Table44_979,74164,三等奖,潍坊风筝——飘在历史的风云里,南华大学,周懿、李婷婷、王楠,李华新
Table44_980,74166,三等奖,《萍乡拾味》,南华大学,曾铭佳,李丽华
Table44_981,74191,三等奖,等等,中国人民大学,费璠、王莹玥,葛勇、段天然
Table44_982,74195,三等奖,中国元素,南华大学,丁沫文、莫舒婷、刘睿航,李望秀
Table44_983,74201,三等奖,北京古运河畔绿色候车站台设计,北京城市学院,杨雨辰、许嘉俊、赵焌捷,韩聪
Table44_984,74202,二等奖,北京顺义乡村环境改造设计,北京城市学院,顾海涛、刘阳、孙灵淳,韩聪
Table44_985,74207,三等奖,基于 MATLAB 的音频均衡软件,中国地质大学(北京),李汶林、李欣格、吴黎霞,王猛
Table44_986,74209,三等奖,武强年画新生代,中央民族大学,赵宇,赵洪帅
Table44_987,74213,一等奖,2016 年以来中国各地区 PM2.5 月平均浓度可视化展示,中央民族大学,陈德阳,卢勇
Table44_988,74217,二等奖,中国新四大发明,山西农业大学信息学院,柴浩原,杨帅
Table44_989,74219,三等奖,武松不打虎,山西农业大学信息学院,赵洪涛、王文琪、安嘉玮,陈惠萍、牛丽娜
Table44_990,74221,三等奖,TIMING BIRDS,北京工业大学,赵梦竹、董怡璇、马懿、张歆曼,李颖、万巧慧
Table45_991,74225,二等奖,《敦煌一梦》,北京工业大学,刘欣怡、张羽,李颖、万巧慧
Table45_992,74226,一等奖,《鸟未绝》,北京工业大学,张羽、刘欣怡、康安妮、李昀洲,李颖、万巧慧
Table45_993,74231,三等奖,《仙鹤与霸下》,北京工业大学,杨之魅、董诗洁,万巧慧
Table45_994,74238,三等奖,AR 搏击电子智能运动套件,厦门大学,麻钰皓、王与、殷铭远,陈华宾
Table45_995,74249,三等奖,包罗万象,沈阳工业大学,刘丰榕,王伟
Table45_996,74253,三等奖,跟着新型冠状病毒走进传染病的世界,九江学院,吴霞、卢佳丽、彭娟花,张亚珍、张立龙
Table45_997,74255,三等奖,藏医药的传承,中央民族大学,娘格才让、鲁海平、彭毛措、桑扎交、拉毛东知,韦洁瑶、蒲秋梅
Table45_998,74257,三等奖,学在华大,华侨大学,刘钰婷、梁鑫源、王梦迪,廖永新、王华珍
Table45_999,74258,三等奖,教学综合技能训练集成管理平台,内蒙古民族大学,郗旺、唐猛猛、郭世民,王庆虎、白明宇
Table45_1000,74260,三等奖,智能体育比赛管理系统,内蒙古民族大学,许志有、罗添溧、张永田,白明宇、刘娜仁
Table45_1001,74283,三等奖,乐享惠农扶贫,沈阳工程学院,吴霞、钱晓杭、杜泊皓,赵阳
Table45_1002,74290,三等奖,燕归巢,沈阳工程学院,谢成龙、陈懋华、王秀祎、孙嘉荣,侯荣旭
Table45_1003,74291,三等奖,启点智慧幼儿园,沈阳工程学院,赵一笛、梁书宁、尤江英,吴素红、宛春阳
Table45_1004,74314,三等奖,同位角、内错角和同旁内角,沈阳工程学院,高亚琪、赵怡诺、常馨予,任娜、尹常永
Table45_1005,74331,三等奖,《破阵子春景》——晏殊,沈阳工程学院,谭浩、李昆芙、李嘉欣,周本海
Table45_1006,74334,三等奖,跟着唐诗去看黄鹤楼,沈阳工程学院,张金鑫鑫,张聿博、史江萍
Table45_1007,74362,三等奖,传承京戏,沈阳工程学院,郑玉、刘冰哲、刘师含,吴洋
Table45_1008,74383,二等奖,忆居智能（基于 arduino 的智能家居系统),沈阳工程学院,宋英健、饶刚、郭建岐,侯荣旭、彭胡
Table45_1009,74387,三等奖,民族手工艺的 RGB,沈阳工程学院,邢丰圆、吴瑞霖、盖玉庆,王洪江、任娜
Table45_1010,74393,三等奖,基于物联网技术的智慧绿色农业控制系统,沈阳工程学院,翟予峥、吴东旭、张津宁,包妍、王祎雪
Table45_1011,74399,三等奖,基于 orange pi 和 arduino 的物联网大棚,沈阳工程学院,张闯、潘庆泽、刘芮辰,高强、赵群
Table45_1012,74422,三等奖,漏磁数据成像与分析系统,沈阳工程学院,卢润芝,赵东升
Table45_1013,74426,三等奖,司韵,沈阳工程学院,王湛铭、彭思嘉、刘宇航、夏凡杰、陈晏清,徐立波、于文波
Table45_1014,74430,三等奖,江南古镇建筑,沈阳工程学院,曹家铭、汤明润,史江萍
Table45_1015,74448,三等奖,中华传统建筑--明朝宅院,沈阳工程学院,刘佳荟、赵海泉,周本海
Table46_1016,74497,三等奖,《题西林壁》微课,大连民族大学,张鑫悦、朱思婷,程文、何加亮
Table46_1017,74498,一等奖,我来自苗,中国传媒大学,许圣林、周靖雨、郑宇高、付雅楠,崔蕴鹏
Table46_1018,74501,三等奖,长恨何恨——浅析《长恨歌》中的“恨”,内蒙古民族大学,韩文炳、郑旻彤,孟晨、冯淑然
Table46_1019,74520,三等奖,基于体感信号的智能轮椅控制系统,大连民族大学,孙照龙、矣璐、杨家明,汪语哲、王学义
Table46_1020,74527,三等奖,“农盟”—基于区块链的农产品溯源系统,大连民族大学,陈柚光、刘林杰、杨三,何加亮
Table46_1021,74535,三等奖,利用金融大数据助力小微企业精准画像,大连民族大学,吴佩泽、杜宇森、曲佳富,孟佳娜、逯波
Table46_1022,74541,三等奖,基于 BCI 脑机接口的儿童多动症辅助治疗系统,大连民族大学,陶思宇、赵镜元、苏一铭,逄凌滨、何加亮
Table46_1023,74542,三等奖,WELOVEBIRDS,中国地质大学(北京),陈瑶瑶、刘广禹,王雨双
Table46_1024,74551,三等奖,基于迁移学习的虚拟现实服装设计与展示系统,大连民族大学,焦红磊、杨熙安、胡淦涛,崔仙姬、何加亮
Table46_1025,74555,三等奖,敦煌之美-飞天乐伎,北京工业大学,董淑囡、马佳玉、张梦格,吴伟和
Table46_1026,74559,三等奖,百分数之折扣问题,山西师范大学,王槟、许钟元,徐桂兰
Table46_1027,74561,三等奖,有丝分裂的过程,山西师范大学,赵姝玲,李玲静
Table46_1028,74566,二等奖,应对谣言那些事儿,山西师范大学,冯燕,杨丽勤
Table46_1029,74575,三等奖,硬笔书法,北京第二外国语学院,孙非凡、任玺睿,钱宇华
Table46_1030,74584,三等奖,你想知道的工程教育专业认证知识都在这里,大连民族大学,沈发莲、张晓静、包壹铭,孟佳娜、刘爽
Table46_1031,74585,二等奖,基于 VR 的回族风情文化数字博物馆,大连民族大学,冯泳瀚、王紧旗,郭丽萍
Table46_1032,74595,三等奖,牧星坊,大连民族大学,王号天、叶文龙、李佳乐,彭永鹏
Table46_1033,74601,二等奖,舞狮,北京工业大学,张丹、刘家瑜、王铭阳,张朋、戴盼盼
Table46_1034,74602,三等奖,通海县杞麓湖建筑环境改造计划,大连民族大学,胡凌、石瑞远、晁亚晨,王庆春、安泓达
Table46_1035,74607,三等奖,基于少数民族文化知识图谱的查询及可视化系统的构建,大连民族大学,敖芷茁、孙嘉悦、刘辰,刘爽、孟佳娜
Table46_1036,74614,三等奖,小猫棕棕去哪了,大连民族大学,钱志嘉、伏凌洁、龚晋阳、杨振宇、邹孛,任红、陈兴文
Table46_1037,74630,三等奖,天空上的哨鸣,武汉体育学院,刘雨宸、史琇杰、刘培培、赵书俊、黄梦婷,茅洁
Table46_1038,74634,一等奖,清平乐·村居,武汉体育学院,刘玉、欧阳彦、翁诚斌,茅洁
Table47_1039,74636,三等奖,征服蓝天之梦——飞机发展史,武汉体育学院,温礼隆、何政桥,茅洁、王虹
Table47_1040,74637,三等奖,可视化分析，让冲浪项目训练数据会“说话”!,武汉体育学院,赵婕、闫志洋,茅洁、王筱璐
Table47_1041,74639,三等奖,基于北斗定位的车辆辅助驾驶和安全管理系统,广东海洋大学,林晓棠、罗颖杰、梁程锋,王骥
Table47_1042,74644,三等奖,人流量计算云监管平台,广东海洋大学,朱飞冲、麦丽莹、冯剑雄,陈月峰、陈小瀚
Table47_1043,74647,三等奖,基于改进型目标检测算法的实时辅助驾驶系统,广东海洋大学,陆晓珉、张焙亮、许锦鹏,徐国保、王骥
Table47_1044,74648,一等奖,基于云端共享规则和深度雷达扫描算法的安卓清理君,广东海洋大学,梁裕佳、陈镕浩、陈煜楠,余应淮、谢仕义
Table47_1045,74651,二等奖,神奇的斐波那契数列,中南林业科技大学,刘晨璐、黄若辰,黄洪旭、陈楠
Table47_1046,74653,二等奖,天空为什么这么蓝,中南林业科技大学,罗珊、刘玉婷、刘果林,陈楠、黄洪旭
Table47_1047,74654,三等奖,凭谁问，登临意？,中南林业科技大学,刘沛轩、王泽梁,徐卓农
Table47_1048,74658,三等奖,矢地竞赛管理系统,中南林业科技大学,李静、刘沛轩、王泽梁,徐卓农、任嘉
Table47_1049,74659,二等奖,基于卷积神经网络的植物病害识别系统,中南林业科技大学,文祎琳、邓淞允、姚博学,钟少宏
Table47_1050,74660,三等奖,从洪崖洞看“巴渝”文化,中南林业科技大学,税梦、刘艳琼,徐飘荣、黄洪旭
Table47_1051,74668,三等奖,林大课表—基于 MVVM 设计模式的 Android 课表软件,中南林业科技大学,倪超、熊嘉易、叶衍辰,徐卓农
Table47_1052,74672,二等奖,睿律——基于深度学习和知识图谱的智能法律咨询辅助系统,中南林业科技大学,张舸航、吕明杰、刘盛宇,周国雄、钟少宏
Table47_1053,74674,二等奖,基于疫情时空大数据的可视化和辅助决策平台,中南林业科技大学,佘文庆、聂海涛、陈雨莹,黄洪旭
Table47_1054,74678,二等奖,思邈慧医——基于词编码双向 LSTM-CRF 模型和知识图谱智慧医疗咨询系统,中南林业科技大学,张舸航、吕明杰、刘盛宇,周国雄、黄洪旭
Table47_1055,74682,二等奖,基于区块链技术的具备多类型信息认证功能的安全通讯系统,中南林业科技大学,李鑫澎、陈狮雄、曾广衔,吴光伟
Table47_1056,74683,三等奖,邂逅于古亭之下,中南林业科技大学,王学润、杨嘉怡,陈楠、黄洪旭
Table47_1057,74684,三等奖,“翰墨之冠”欧阳询,中南林业科技大学,张力峰、古西雨、陈军,黄洪旭、陈楠
Table47_1058,74685,三等奖,基于群智能算法的森林空间结构优化及可视化系统,中南林业科技大学,郭崇焕、黄珂、吴若南,李建军、陈贵云
Table47_1059,74687,三等奖,基于 Unity3D 的鸟类科普体感游戏,广东海洋大学,杨皓晖、刘勇、艾伟、梁智,郭晓云、王峰
Table48_1060,N/A,N/A,N/A,N/A,海,N/A
Table48_1061,74695,三等奖,Don’t lie to me —— 新闻验证系统,深圳大学,刘德政、徐诗婷,廖好
Table48_1062,74696,二等奖,智能电子哨兵系统,厦门大学,张纯洁、张传溢、邹奇强,张贻雄
Table48_1063,74701,二等奖,NSD OS 轻量级物联网操作系统,深圳大学,钟文豪、连佳玟、邹夏昊,陈昕、董磊
Table48_1064,74707,一等奖,mTshare:基于移动信息大数据挖掘的出租车共享出行系统,深圳大学,陈林桦、李宇良、刘键聪,刘志丹
Table48_1065,74708,三等奖,基于联邦推荐的 O2O 大数据新零售系统,深圳大学,黄乐洒、梁仕钢、林冠煜,曹晓明、潘微科
Table48_1066,74711,二等奖,基于多维时间序列矩阵聚类分析的 5G 基站能耗管理应用,深圳大学,黄炳森、刘耿欣、杜炜豪,魏丞昊、李俊杰
Table48_1067,74716,一等奖,VR 新交互-基于商用手表的虚拟现实交互方法,深圳大学,徐子清、陈凯鑫、冯思思,伍楷舜、王璐
Table48_1068,74724,三等奖,全球阅鸟式,深圳大学,石宇杭、叶帆、吴思洁,黄晓东
Table48_1069,74745,三等奖,汉英翻译机器人,对外经济贸易大学,谭媛元、黄旖芊、杨接,李兵
Table48_1070,74746,二等奖,Blossom2019-基于深度学习的智能歌词配曲系统,对外经济贸易大学,邓剑锋、钟思尧、李昶宪,任龙
Table48_1071,74747,二等奖,Photoshop 利用通道抠图,山西大同大学,赵星广、徐嘉澳、李佼,高晓晶、刘立云
Table48_1072,74750,三等奖,孝义皮影,山西大同大学,吴明磊、武柳君、汪旭鹏,高晓晶、陈坤
Table48_1073,74752,三等奖,《印象·故宫》画册设计,山西大同大学,师暘昕,高晓晶、杨素祯
Table48_1074,74754,三等奖,星群——基于知识图谱的社交网络人物关系可视化及问答系统,沈阳航空航天大学,慕升升、宋一凡、陈格夫,周大海、安云哲
Table48_1075,74766,三等奖,浮世微尘里的唐韵宋意—《钗头凤》,北京第二外国语学院,吴垚烨、李杜冰,钱宇华
Table48_1076,74767,三等奖,网上朋友圈英语学习竞跑小程序,沈阳航空航天大学,李思源、汪恒辉、杨晨,毕静
Table48_1077,74768,三等奖,【挑战二】基于 CT 影像的结直肠息肉检测,天津师范大学,李昊耘、杨语诚、魏晨茜,马春梅、姜丽芬
Table48_1078,74778,三等奖,大数据之眼,沈阳航空航天大学,N/A,胡光元
Table48_1079,74779,三等奖,《雷电竞速谁更疾》,沈阳航空航天大学,贾晨筱、马姣姣、方蕊,周大海
Table48_1080,74788,二等奖,基于人脸识别的乐园个性化服务与游客安全保障系统,中南林业科技大学,马成翀、程乐齐、周富科,郑志安、朱俊杰
Table48_1081,74793,二等奖,基于物联网技术的城市安全监控机器人,沈阳航空航天大学,姚春鹏、唐意雯、马金毅,刘艳梅
Table48_1082,74794,二等奖,抵御病毒，且看口罩的十八般武艺,黄冈师范学院,朱思洁、付柳、黄朝伟,胡振稳、冯杰
Table49_1083,74799,二等奖,基于偏好分析的讯联寰宇在线书城,哈尔滨华德学院,杨宇,龚丹
Table49_1084,74802,三等奖,基于 Android 系统的物联网智能家居远程控制装置,沈阳航空航天大学,李金泽、刘雨嘉、田景,吕荣鑫
Table49_1085,74810,二等奖,基于车辆轨迹大数据分析的 Ai 动态交通智能数据挖掘系统,沈阳航空航天大学,巩震、张滢、石东岳,陈丹红
Table49_1086,74814,三等奖,VTeam,内蒙古财经大学,陈玉博、田鹏伟、卢瑞龙,崔慧娟
Table49_1087,74817,二等奖,垃圾都去哪了？,沈阳航空航天大学,宋知潼、邹鑫宇、徐旋,任宏
Table49_1088,74823,三等奖,基于百度 ECharts 的大学课程关系图信息可视化设计与实现,沈阳航空航天大学,吴佳明、杜少枫、李科慧,吕荣鑫
Table49_1089,74824,三等奖,智慧物流服务中心数据可视化设计与实现,沈阳航空航天大学,张国政、于源、高一宁,吕荣鑫
Table49_1090,74825,三等奖,奥运会数据可视化,内蒙古财经大学,李小伟、吴新月、姚雪妍,王瑞庭
Table49_1091,74828,三等奖,雀行记,沈阳航空航天大学,李彦林、耿晓瑞、陈虹,胡光元
Table49_1092,74830,三等奖,知鸟,沈阳航空航天大学,刘奇、孙熠、赵鑫瑞,张宁宁
Table49_1093,74831,三等奖,醉梦晚霖,内蒙古财经大学,徐妍、连璐祯,孙宝军
Table49_1094,74832,二等奖,辽风——辽宁非遗民间故事应用软件设计,沈阳航空航天大学,吴雪榕、张瑜、覃启涛,张宁宁
Table49_1095,74836,三等奖,基于计算机视觉的疲劳提示仪,沈阳航空航天大学,马金毅、李佳、姚春鹏,胡立夫
Table49_1096,74837,三等奖,基于 openmv 的运动目标预测跟踪云台,沈阳航空航天大学,于晗、刘季秋、吴晓宇,胡立夫
Table49_1097,74844,三等奖,呱呱网·家电商城,东北石油大学,刘泽宇、郭星怡、丁钉,袁满、杨冬黎
Table49_1098,74854,二等奖,揭开语音识别的神秘面纱,黄冈师范学院,陈闯、戴熊、徐洋,杨改贞、胡志华
Table49_1099,74859,三等奖,刘邦的那些男人们,山西师范大学,高丰鑫,李玲静
Table49_1100,74863,三等奖,“惠净优”校园洗衣管理系统,对外经济贸易大学,雷雅雯、李文奕、党晓晨,王朝培
Table49_1101,74870,三等奖,基于深度学习的“AI 农业”病害检测平台,广东海洋大学,张珍妮、何珠江、宋丞琨,余应淮、谢仕义
Table49_1102,74873,二等奖,“渔宝”机器人,广东海洋大学,郭泽权、郑佛敏、卢声耀,闫秀英、陈亮
Table49_1103,74879,二等奖,别让它灭绝,华中科技大学,赵行健、陈康立,刘毅
Table49_1104,74888,三等奖,问山野间——苏红古寨场景再设计,北京工业大学,李忆琳、罗静雅、张轶,赵玮
Table49_1105,74893,二等奖,BJUT 智慧党务管理系统,北京工业大学,姜妃妍、单晨、刘博,田伟先
Table49_1106,74896,三等奖,脸谱变脸机器人,大连大学,金黎明、黄光辉、年子涵,李洋流
Table49_1107,74898,一等奖,京绎,北京林业大学,张潇涵、许双逸、杨子懿,董瑀强
Table49_1108,74900,三等奖,基于网络画板的概率实验平台,广州大学,陈泽敏、陈东涛、吴倍亮,饶永生
Table50_1109,74901,三等奖,象棋文化,北京第二外国语学院,张洁、高鑫、刘祺、刘汀滢、边舒祎,唐君健
Table50_1110,74902,二等奖,图说中华-民俗之美,沈阳化工大学,那子育、马峥、白若冰,李典、刘雨佳
Table50_1111,74903,三等奖,竹韵,沈阳化工大学,白少东、王高峰,王思天、姜楠
Table50_1112,74906,三等奖,追寻汉字的源头——甲骨文,深圳大学,郭琨、张奕茵、林欢欢,程国雄
Table50_1113,74908,三等奖,“尺短寸长”——从二分查找中看世界,深圳大学,赖俊彤、林莉莎、陈晓芬,李冰、王元元
Table50_1114,74909,二等奖,光的折射之海市蜃楼,深圳大学,萧蕴丹、黄漫婷、何嘉淇,廖红
Table50_1115,74916,二等奖,筝筝纸鸢,深圳大学,高雅颖、许诺、刁瀚城,曹晓明、涂相华
Table50_1116,74918,二等奖,丝路遗珠??喀什土陶,深圳大学,张蕊、曾倩昀、王笑棉、王若臣,廖红
